,NGA,RelTime,SPC1,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money
215,Sogdiana,-1700,0.26234712,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9
216,Sogdiana,-1600,0.26234712,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9
217,Sogdiana,-1500,0.216965914,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
218,Sogdiana,-1400,0.216965914,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
219,Sogdiana,-1300,0.216965914,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
220,Sogdiana,-1200,0.216965914,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
221,Sogdiana,-1100,0.216965914,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
222,Sogdiana,-1000,0.216965914,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9
223,Sogdiana,-900,0.148653829,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
224,Sogdiana,-800,0.148653829,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
225,Sogdiana,-700,0.148653829,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
226,Sogdiana,-600,0.148653829,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9
227,Sogdiana,-500,0.248366221,4.978050073,4.664384768,4.090342107,1.109409094,0.1,0.08,0.0,0.0,0.9
228,Sogdiana,-400,0.369239141,5.835983378,3.054139079,2.685788681,2.75833555,0.1,0.933333333,0.15,0.0,0.4
229,Sogdiana,-300,0.384023796,3.595326169,5.877108674,4.150680221,2.479213226,0.1,0.933333333,0.15,0.0,0.4
230,Sogdiana,-200,0.315680285,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0
231,Sogdiana,-100,0.315680285,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0
232,Sogdiana,0,0.887021376,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
233,Sogdiana,100,0.884931562,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
234,Sogdiana,200,0.85419066,7.204119983,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0
235,Sogdiana,300,0.765870426,7.160388688,5.899076538,4.430356391,4.0,0.7625,0.8,0.814285714,0.9375,5.0
236,Sogdiana,400,0.684295704,7.131412166,4.041423741,5.188966847,2.850328263,0.5,0.644444444,0.94,0.9,5.0
237,Sogdiana,500,0.619264747,4.987384242,4.041423741,3.9658069,2.850328263,0.5,0.644444444,0.94,0.9,5.0
238,Sogdiana,600,0.810552424,7.003287767,6.313878326,5.176091259,4.476041328,0.777777778,0.809090909,0.833333333,1.0,5.0
239,Sogdiana,700,0.806141972,6.884435557,6.371437475,5.0,4.476041328,0.777777778,0.809090909,0.833333333,1.0,5.0
240,Sogdiana,800,0.806545958,6.698970004,6.424901758,5.0,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0
241,Sogdiana,900,0.819902671,6.698970004,6.499665679,5.397940009,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0
242,Sogdiana,1000,0.803125862,7.423245874,6.453379061,4.963703794,3.807663394,0.585714286,0.914285714,0.816666667,1.0,5.0
243,Sogdiana,1100,0.717370046,6.212583741,6.500521762,3.996347209,3.906740842,0.7,0.785714286,0.816666667,0.925,3.6
244,Sogdiana,1200,0.657984735,4.627075752,3.969406857,4.212561652,2.88107394,0.772727273,0.79,0.833333333,0.975,5.0
245,Sogdiana,1300,0.8674214,7.489246297,6.919078092,5.84509804,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0
246,Sogdiana,1400,0.847891918,6.77815125,6.397940009,5.113943352,5.672510922,0.9,0.916666667,0.828571429,1.0,5.0
247,Sogdiana,1500,0.813858966,6.397940009,6.301029996,5.301029996,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0
248,Sogdiana,1600,0.768089962,5.462287075,5.53416978,3.63656251,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0
249,Sogdiana,1700,0.813879614,6.37445344,6.126319594,5.171111275,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0
250,Sogdiana,1800,0.743461331,6.254682107,6.544068044,4.435573614,4.264972637,0.527272727,0.76,0.816666667,0.9625,5.0
251,Sogdiana,1900,0.872745656,7.69019608,6.740362689,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0
252,Sogdiana,2000,0.841678405,6.398612364,6.545823017,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0
253,Sogdiana,2100,0.779340291,5.772736714,5.222305494,4.986987387,5.562024362,0.8625,0.857142857,0.8,0.9875,5.0
254,Sogdiana,2200,0.788146715,5.987150443,5.222305494,4.810470882,5.562024362,0.8625,0.857142857,0.8,0.9875,5.0
255,Konya Plain,-7600,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
256,Konya Plain,-7500,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
257,Konya Plain,-7400,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
258,Konya Plain,-7300,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
259,Konya Plain,-7200,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
260,Konya Plain,-7100,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
261,Konya Plain,-7000,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
262,Konya Plain,-6900,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
263,Konya Plain,-6800,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
264,Konya Plain,-6700,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
265,Konya Plain,-6600,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
266,Konya Plain,-6500,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
267,Konya Plain,-6400,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
268,Konya Plain,-6300,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
269,Konya Plain,-6200,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
270,Konya Plain,-6100,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
271,Konya Plain,-6000,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
272,Konya Plain,-5900,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
273,Konya Plain,-5800,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
274,Konya Plain,-5700,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
275,Konya Plain,-5600,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
276,Konya Plain,-5500,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
277,Konya Plain,-5400,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
278,Konya Plain,-5300,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
279,Konya Plain,-5200,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
280,Konya Plain,-5100,0.105088748,3.2937241,4.138263053,1.442117519,-0.055817113,0.0,0.0,0.0,0.0,0.0
281,Konya Plain,-5000,0.13438793,1.529889262,4.103772969,2.890670266,1.196838046,0.0,0.0,0.2,0.0,0.0
282,Konya Plain,-4900,0.13438793,1.529889262,4.103772969,2.890670266,1.196838046,0.0,0.0,0.2,0.0,0.0
283,Konya Plain,-4800,0.13438793,1.529889262,4.103772969,2.890670266,1.196838046,0.0,0.0,0.2,0.0,0.0
284,Konya Plain,-4700,0.13438793,1.529889262,4.103772969,2.890670266,1.196838046,0.0,0.0,0.2,0.0,0.0
285,Konya Plain,-4600,0.220490479,2.88777534,3.817997235,3.734491417,3.912507609,0.0,0.0,0.166666667,0.0,0.0
286,Konya Plain,-4500,0.220490479,2.88777534,3.817997235,3.734491417,3.912507609,0.0,0.0,0.166666667,0.0,0.0
287,Konya Plain,-4400,0.220490479,2.88777534,3.817997235,3.734491417,3.912507609,0.0,0.0,0.166666667,0.0,0.0
288,Konya Plain,-4300,0.220490479,2.88777534,3.817997235,3.734491417,3.912507609,0.0,0.0,0.166666667,0.0,0.0
289,Konya Plain,-4200,0.220490479,2.88777534,3.817997235,3.734491417,3.912507609,0.0,0.0,0.166666667,0.0,0.0
290,Konya Plain,-4100,0.220490479,2.88777534,3.817997235,3.734491417,3.912507609,0.0,0.0,0.166666667,0.0,0.0
291,Konya Plain,-4000,0.200311163,3.530799728,3.719748214,3.456677382,1.601010312,0.1,0.1,0.014285714,0.1,0.6
292,Konya Plain,-3900,0.200311163,3.530799728,3.719748214,3.456677382,1.601010312,0.1,0.1,0.014285714,0.1,0.6
293,Konya Plain,-3800,0.200311163,3.530799728,3.719748214,3.456677382,1.601010312,0.1,0.1,0.014285714,0.1,0.6
294,Konya Plain,-3700,0.200311163,3.530799728,3.719748214,3.456677382,1.601010312,0.1,0.1,0.014285714,0.1,0.6
295,Konya Plain,-3600,0.200311163,3.530799728,3.719748214,3.456677382,1.601010312,0.1,0.1,0.014285714,0.1,0.6
296,Konya Plain,-3000,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
297,Konya Plain,-2900,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
298,Konya Plain,-2800,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
299,Konya Plain,-2700,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
300,Konya Plain,-2600,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
301,Konya Plain,-2500,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
302,Konya Plain,-2400,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
303,Konya Plain,-2300,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
304,Konya Plain,-2200,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
305,Konya Plain,-2100,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
306,Konya Plain,-2000,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
307,Konya Plain,-1900,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
308,Konya Plain,-1800,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
309,Konya Plain,-1700,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
310,Konya Plain,-1600,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
311,Konya Plain,-1500,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
312,Konya Plain,-1400,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
313,Konya Plain,-1300,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
314,Konya Plain,-1200,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
315,Konya Plain,-1100,0.252058313,3.254571834,1.954242509,3.526991862,2.239206386,0.28,0.327272727,0.25,0.1,1.0
316,Konya Plain,-1000,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
317,Konya Plain,-900,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
318,Konya Plain,-800,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
319,Konya Plain,-700,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
320,Konya Plain,-600,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
321,Konya Plain,-500,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
322,Konya Plain,-400,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
323,Konya Plain,-300,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
324,Konya Plain,-200,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
325,Konya Plain,-100,0.338266748,5.465397682,4.028028625,2.103537906,2.294453615,0.228571429,0.44,0.166666667,0.0,2.7
326,Konya Plain,0,0.584207148,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.777777778,0.95,1.0,2.7
327,Konya Plain,100,0.584207148,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.777777778,0.95,1.0,2.7
328,Konya Plain,200,0.584207148,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.777777778,0.95,1.0,2.7
329,Konya Plain,300,0.584207148,4.895143011,4.309284982,3.958916644,2.946330783,0.36,0.777777778,0.95,1.0,2.7
330,Konya Plain,400,0.666109699,6.016334342,4.802041988,4.047458936,4.280181205,0.875,0.766666667,0.714285714,0.833333333,3.0
331,Konya Plain,500,0.688037193,5.523646943,5.191379084,4.199544712,4.333333333,0.8625,0.79,0.8,0.966666667,3.0
332,Konya Plain,600,0.678982186,5.523646943,4.723020072,4.199544712,4.333333333,0.8625,0.79,0.8,0.966666667,3.0
333,Konya Plain,700,0.69336631,6.145872318,5.496928773,4.184149555,4.451099555,0.9,0.727272727,0.714285714,0.833333333,3.0
334,Konya Plain,800,0.694619228,6.145872318,5.554301882,4.184149555,4.451099555,0.9,0.727272727,0.714285714,0.833333333,3.0
335,Konya Plain,900,0.605397714,5.169790821,2.644605105,4.122699416,3.666666667,0.916666667,0.75,0.95,0.7,2.7
336,Konya Plain,1000,0.605397714,5.169790821,2.644605105,4.122699416,3.666666667,0.916666667,0.75,0.95,0.7,2.7
337,Konya Plain,1100,0.600754195,5.038191807,3.566163791,4.477832357,3.410722062,0.7,0.9,0.966666667,0.9,1.0
338,Konya Plain,1200,0.637261443,6.111619316,5.0,4.263790133,3.731224351,0.9,0.7375,0.783333333,0.8,1.0
339,Konya Plain,1300,0.637261443,6.111619316,5.0,4.263790133,3.731224351,0.9,0.7375,0.783333333,0.8,1.0
340,Konya Plain,1400,0.763213754,5.708982946,5.397940009,4.331729493,4.228775426,0.74,0.925,0.78,0.971428571,5.0
341,Konya Plain,1500,0.887021376,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
342,Konya Plain,1600,0.884931562,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
343,Konya Plain,1700,0.746792056,6.402521899,5.62324929,4.751994695,4.135290295,0.725,0.83,0.816666667,0.9125,5.0
344,Konya Plain,1800,0.778294628,4.802415616,5.447158031,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0
345,Konya Plain,1900,0.678603227,5.518728332,5.113943352,4.100370253,4.0,0.6625,0.68,0.8,0.9,5.0
346,Konya Plain,2000,0.926778876,7.698970004,6.653212514,6.032370081,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0
347,Konya Plain,2100,0.931204977,7.721346318,6.763427994,6.059856612,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0
348,Konya Plain,2200,0.929826614,7.820478362,6.698970004,6.0,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0
349,Konya Plain,2300,0.928458305,7.764540313,6.632242167,5.903089987,7.177000769,0.827272727,0.991666667,0.833333333,0.9875,5.0
350,Konya Plain,2400,0.912166058,7.176091259,6.113943352,5.477121255,7.666666667,0.909090909,0.916666667,0.983333333,1.0,5.0
351,Konya Plain,2500,0.922031865,7.301029996,6.161264934,5.698970004,7.666666667,0.909090909,0.916666667,0.983333333,1.0,5.0
352,Konya Plain,2600,0.90158306,7.041392685,6.176091259,5.176091259,7.666666667,0.909090909,0.916666667,0.983333333,1.0,5.0
353,Konya Plain,2700,0.841871592,6.653212514,5.672097858,4.903089987,7.333333333,0.909090909,0.9,0.714285714,1.0,5.0
354,Konya Plain,2800,0.846634048,6.698970004,5.716003344,5.0,7.333333333,0.909090909,0.9,0.714285714,1.0,5.0
355,Konya Plain,2900,0.862921886,6.912033131,5.785329835,5.477121255,7.507054937,0.909090909,0.916666667,0.714285714,1.0,5.0
356,Konya Plain,3000,0.877523704,7.058659801,6.06069784,5.301029996,7.507054937,0.909090909,0.916666667,0.714285714,1.0,5.0
357,Konya Plain,3100,0.765126821,6.243565744,5.454894585,4.541876947,4.727597082,0.82,0.833333333,0.816666667,0.975,5.0
358,Konya Plain,3200,0.765126821,6.243565744,5.454894585,4.541876947,4.727597082,0.82,0.833333333,0.816666667,0.975,5.0
359,Konya Plain,3300,0.818716171,6.720159303,6.579783597,5.160658852,5.501419874,0.709090909,0.9875,0.828571429,1.0,2.934952436
360,Konya Plain,3400,0.808596305,6.84509804,5.80140371,4.391203787,5.0,0.872727273,0.89,1.0,0.9375,5.0
361,Konya Plain,3500,0.886274244,6.954242509,6.36361198,5.450978509,5.984144382,0.981818182,0.9,1.0,1.0,5.0
362,Konya Plain,3600,0.958306584,7.447158031,6.684486292,5.819190474,8.036426254,0.990909091,0.916666667,1.0,1.0,5.0
363,Konya Plain,3700,0.95750208,7.380211242,6.673323264,5.84509804,8.327408196,0.990909091,0.916666667,1.0,1.0,5.0
364,Konya Plain,3800,0.947797165,7.380211242,7.210754347,5.755874856,8.327408196,0.990909091,0.916666667,1.0,1.0,5.0
365,Upper Egypt,-1300,0.151831804,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9
366,Upper Egypt,-1200,0.151831804,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9
367,Upper Egypt,-1100,0.151831804,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9
368,Upper Egypt,-1000,0.151831804,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9
369,Upper Egypt,-900,0.151831804,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9
370,Upper Egypt,-800,0.151831804,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9
371,Upper Egypt,-700,0.174698163,2.064087318,1.215576585,1.888813959,2.061205281,0.1,0.318181818,0.25,0.1,3.0
372,Upper Egypt,-600,0.312389862,3.987022162,3.77114498,3.04059473,2.247513193,0.1,0.318181818,0.25,0.1,3.0
373,Upper Egypt,-500,0.348164483,4.548768068,3.77114498,4.113943352,2.394538614,0.1,0.318181818,0.25,0.1,3.0
374,Upper Egypt,-400,0.389162155,4.113943352,4.269327676,3.69526637,2.326862452,0.163636364,0.366666667,0.483333333,0.1,3.0
375,Upper Egypt,-300,0.405379961,4.698970004,4.269327676,3.69526637,2.326862452,0.254545455,0.366666667,0.483333333,0.1,3.0
376,Upper Egypt,-200,0.440667126,4.698970004,3.924065892,4.137324636,2.321322484,0.227272727,0.390909091,0.65,0.391673707,3.0
377,Upper Egypt,-100,0.446453908,4.698970004,3.924065892,4.137324636,2.321322484,0.218181818,0.390909091,0.65,0.50024518,3.0
378,Upper Egypt,0,0.587768498,6.016363423,5.014811943,4.019438989,4.158252777,0.245454545,0.727272727,0.833333333,0.542857143,2.7
379,Upper Egypt,100,0.587768498,6.016363423,5.014811943,4.019438989,4.158252777,0.245454545,0.727272727,0.833333333,0.542857143,2.7
380,Upper Egypt,200,0.585600676,6.069928313,5.0,4.029784862,3.85709698,0.254545455,0.727272727,0.816666667,0.7,2.7
381,Upper Egypt,300,0.594301319,6.069928313,5.426511261,4.029784862,3.85709698,0.254545455,0.727272727,0.816666667,0.7,2.7
382,Upper Egypt,400,0.59533374,6.069928313,5.477121255,4.029784862,3.85709698,0.254545455,0.727272727,0.816666667,0.7,2.7
383,Upper Egypt,500,0.700498393,6.140858337,5.463125716,4.698970004,5.310936358,0.58,0.741666667,0.833333333,0.95,2.7
384,Upper Egypt,600,0.700498393,6.140858337,5.463125716,4.698970004,5.310936358,0.58,0.741666667,0.833333333,0.95,2.7
385,Upper Egypt,700,0.700498393,6.140858337,5.463125716,4.698970004,5.310936358,0.58,0.741666667,0.833333333,0.95,2.7
386,Upper Egypt,800,0.703382928,6.176091259,5.19743168,4.507365033,5.10715283,0.67,0.666666667,0.833333333,0.8625,2.7
387,Upper Egypt,900,0.703382928,6.176091259,5.19743168,4.507365033,5.10715283,0.67,0.666666667,0.833333333,0.8625,2.7
388,Upper Egypt,1000,0.593117294,5.539828349,4.084517722,4.325393814,3.472827476,0.78,0.7,0.816666667,0.9125,1.0
389,Upper Egypt,1100,0.7098153,6.368155105,5.376576957,4.477121255,4.755322347,0.7,0.741666667,0.833333333,1.0,2.7
390,Upper Egypt,1200,0.714698406,6.368155105,5.615950052,4.477121255,4.755322347,0.7,0.741666667,0.833333333,1.0,2.7
391,Upper Egypt,1300,0.715458544,6.368155105,5.653212514,4.477121255,4.755322347,0.7,0.741666667,0.833333333,1.0,2.7
392,Upper Egypt,1400,0.66355083,5.468378237,4.100261341,4.811220374,5.417666089,0.645454545,0.65,0.833333333,0.98,2.7
393,Upper Egypt,1500,0.66355083,5.468378237,4.100261341,4.811220374,5.417666089,0.645454545,0.65,0.833333333,0.98,2.7
394,Upper Egypt,1600,0.758906095,6.525044807,5.812913357,4.77815125,5.789788843,0.790909091,0.75,0.833333333,0.9875,2.7
395,Upper Egypt,1700,0.765500447,6.525044807,5.954242509,4.903089987,5.789788843,0.790909091,0.75,0.833333333,0.9875,2.7
396,Upper Egypt,1800,0.76643388,6.525044807,6.0,4.903089987,5.789788843,0.790909091,0.75,0.833333333,0.9875,2.7
397,Upper Egypt,1900,0.771421572,6.518352671,5.872738827,5.456056499,5.505585545,0.790909091,0.766666667,0.857142857,0.875,3.0
398,Upper Egypt,2000,0.768990847,6.518352671,5.753583059,5.456056499,5.505585545,0.790909091,0.766666667,0.857142857,0.875,3.0
399,Upper Egypt,2100,0.726817074,6.705785805,5.323404684,5.079181246,4.712371042,0.816666667,0.708333333,0.816666667,0.925,2.7
400,Upper Egypt,2200,0.724250613,6.143561342,5.323404684,5.0,4.712371042,0.816666667,0.708333333,0.816666667,0.925,2.7
401,Upper Egypt,2300,0.724250613,6.143561342,5.323404684,5.0,4.712371042,0.816666667,0.708333333,0.816666667,0.925,2.7
402,Upper Egypt,2400,0.728984073,6.448655726,5.825381283,4.812913357,4.887495834,0.742857143,0.8,0.833333333,0.925,2.7
403,Upper Egypt,2500,0.746461885,6.303088341,5.52846194,4.935278738,5.273126562,0.663636364,0.977777778,0.833333333,0.9375,3.0
404,Upper Egypt,2600,0.887021376,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
405,Upper Egypt,2700,0.78996058,6.466248847,5.733364993,4.749427493,5.399567926,0.645454545,0.858333333,1.0,0.925,5.0
406,Upper Egypt,2800,0.887760354,6.84509804,6.0,5.0,7.0,1.0,0.916666667,1.0,0.9625,5.0
407,Upper Egypt,2900,0.879593752,6.602059991,5.806179974,5.477121255,6.495640641,1.0,0.916666667,1.0,0.9625,5.0
408,Upper Egypt,3000,0.879200369,6.602059991,5.571708832,5.698970004,6.495640641,1.0,0.916666667,1.0,0.9625,5.0
409,Upper Egypt,3100,0.926778876,7.698970004,6.653212514,6.032370081,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0
410,Upper Egypt,3200,0.931204977,7.721346318,6.763427994,6.059856612,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0
411,Upper Egypt,3300,0.929826614,7.820478362,6.698970004,6.0,8.174936886,0.645454545,0.991666667,0.833333333,1.0,5.0
412,Upper Egypt,3400,0.928458305,7.764540313,6.632242167,5.903089987,7.177000769,0.827272727,0.991666667,0.833333333,0.9875,5.0
413,Upper Egypt,3500,0.912166058,7.176091259,6.113943352,5.477121255,7.666666667,0.909090909,0.916666667,0.983333333,1.0,5.0
414,Upper Egypt,3600,0.922031865,7.301029996,6.161264934,5.698970004,7.666666667,0.909090909,0.916666667,0.983333333,1.0,5.0
415,Upper Egypt,3700,0.90158306,7.041392685,6.176091259,5.176091259,7.666666667,0.909090909,0.916666667,0.983333333,1.0,5.0
416,Upper Egypt,3800,0.841906264,7.391731577,6.954242509,5.479298043,4.864308302,0.554545455,0.908333333,0.842857143,1.0,5.0
417,Upper Egypt,3900,0.8674214,7.489246297,6.919078092,5.84509804,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0
418,Upper Egypt,4000,0.807219453,6.812913357,5.910301477,5.176091259,5.666666667,0.6,0.9,0.857142857,0.9375,5.0
419,Upper Egypt,4100,0.866663684,7.129101558,6.146128036,5.079181246,6.608274484,0.9,0.925,0.857142857,1.0,5.0
420,Upper Egypt,4200,0.847958006,6.597168093,5.800029359,5.079181246,6.608274484,0.9,0.925,0.857142857,1.0,5.0
421,Upper Egypt,4300,0.839821765,6.958007576,6.185246516,5.301029996,5.950146747,0.718181818,0.909090909,0.857142857,1.0,5.0
422,Upper Egypt,4400,0.893062495,6.827354829,6.322219295,5.301029996,7.666666667,0.9,0.908333333,0.857142857,0.9875,5.0
423,Upper Egypt,4500,0.893948972,6.681241237,6.322219295,5.49348822,7.666666667,0.9,0.908333333,0.857142857,1.0,5.0
424,Upper Egypt,4600,0.883267825,6.77815125,6.322219295,5.370948245,7.0,0.9,0.966666667,0.857142857,0.9875,5.0
425,Upper Egypt,4700,0.958306584,7.447158031,6.684486292,5.819190474,8.036426254,0.990909091,0.916666667,1.0,1.0,5.0
426,Upper Egypt,4800,0.95750208,7.380211242,6.673323264,5.84509804,8.327408196,0.990909091,0.916666667,1.0,1.0,5.0
