,Deccan,Sogdiana,Ghanaian Coast,Konya Plain,Latium,Paris Basin,Orkhon Valley,Middle Yellow River Valley,Kansai,Yemeni Coastal Plain,Upper Egypt,Niger Inland Delta,Cambodian Basin,Susiana,Central Java,Iceland,Kachi Plain,Cuzco
T0,-300,-500,1800,-2000,-700,-200,500,-1800,400,400,-3100,1000,300,-3700,800,1300,-2500,1400
