,NGA,RelTime,SPC1,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money
208,Susiana,-4100,0.129736675,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9
209,Susiana,-4000,0.129736675,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9
210,Susiana,-3900,0.129736675,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9
211,Susiana,-3800,0.129736675,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9
212,Susiana,-3700,0.129736675,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9
213,Susiana,-3600,0.129736675,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9
214,Susiana,-3500,0.139350082,4.064934357,2.713731167,2.43812847,1.0,0.090909091,0.181818182,0.0,0.0,0.9
215,Susiana,-3400,0.139350082,4.064934357,2.713731167,2.43812847,1.0,0.090909091,0.181818182,0.0,0.0,0.9
216,Susiana,-3300,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
217,Susiana,-3200,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
218,Susiana,-3100,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
219,Susiana,-3000,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
220,Susiana,-2900,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
221,Susiana,-2800,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
222,Susiana,-2700,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
223,Susiana,-2600,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
224,Susiana,-2500,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
225,Susiana,-2400,0.16218274,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0
226,Susiana,-2300,0.192816753,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9
227,Susiana,-2200,0.192816753,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9
228,Susiana,-2100,0.192816753,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9
229,Susiana,-2000,0.189471307,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6
230,Susiana,-1900,0.189471307,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6
231,Susiana,-1800,0.189471307,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6
232,Susiana,-1700,0.189471307,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6
233,Susiana,-1600,0.189471307,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6
234,Susiana,-1500,0.189471307,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6
235,Susiana,-1400,0.222346083,3.1113624,3.14745979,2.991896918,1.210446633,0.172727273,0.3,0.0,0.0,2.7
236,Susiana,-1300,0.236591074,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7
237,Susiana,-1200,0.236591074,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7
238,Susiana,-1100,0.236591074,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7
239,Susiana,-1000,0.257749034,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7
240,Susiana,-900,0.257749034,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7
241,Susiana,-800,0.257749034,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7
242,Susiana,-700,0.257749034,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7
243,Susiana,-600,0.282595192,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7
244,Susiana,-500,0.282595192,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7
245,Susiana,-400,0.282595192,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7
246,Susiana,-300,0.282595192,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7
247,Susiana,-200,0.24254955,2.997660758,1.720774275,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7
248,Susiana,-100,0.458935806,2.997660758,1.430868568,2.815257652,2.750748805,0.571428571,0.68,0.98,0.95,2.7
249,Susiana,0,0.512212835,4.008131588,3.510898514,2.815257652,2.916916268,0.571428571,0.68,0.98,0.95,2.7
250,Susiana,100,0.535130762,3.990294092,4.320087073,3.542955833,2.916916268,0.571428571,0.68,0.98,0.95,2.7
251,Susiana,200,0.551342914,4.238199531,3.72708224,3.698970004,3.247689661,0.571428571,0.68,0.98,0.95,2.7
252,Susiana,300,0.562228405,4.329926391,4.112798296,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7
253,Susiana,400,0.561189636,4.363782491,4.096811828,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7
254,Susiana,500,0.52954672,3.838849091,3.597264419,3.569262714,3.583582935,0.571428571,0.68,0.98,0.95,2.7
255,Susiana,600,0.53746034,3.838849091,2.712990921,3.569262714,3.452586699,0.571428571,0.725,0.98,0.9,2.7
256,Susiana,700,0.58998018,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
257,Susiana,800,0.58998018,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
258,Susiana,900,0.58998018,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
259,Susiana,1000,0.58998018,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7
260,Susiana,1100,0.664406759,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7
261,Susiana,1200,0.664406759,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7
262,Susiana,1300,0.664406759,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7
263,Susiana,1400,0.664406759,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7
264,Susiana,1500,0.740938642,6.20776289,4.939268839,4.540313004,5.035126361,0.71,0.966666667,0.833333333,0.985714286,3.0
265,Susiana,1600,0.735807194,5.304473403,3.844106937,4.106868443,4.950393894,1.0,1.0,1.0,1.0,3.0
266,Kachi Plain,-700,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
267,Kachi Plain,-600,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
268,Kachi Plain,-500,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
269,Kachi Plain,-400,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
270,Kachi Plain,-300,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
271,Kachi Plain,-200,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
272,Kachi Plain,-100,0.242889678,3.958213834,2.395776466,3.394592687,2.152333008,0.109090909,0.341666667,0.0,0.0,1.8
273,Kachi Plain,0,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
274,Kachi Plain,100,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
275,Kachi Plain,200,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
276,Kachi Plain,300,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
277,Kachi Plain,400,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
278,Kachi Plain,500,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
279,Kachi Plain,600,0.679867383,5.14463291,5.761204749,5.0,4.0,0.62,0.866666667,0.75,0.684800047,2.7
280,Kachi Plain,700,0.25563096,2.699632441,2.730452451,2.937327556,1.658837166,0.333333333,0.21,0.15,0.0,2.7
281,Kachi Plain,800,0.25563096,2.699632441,2.730452451,2.937327556,1.658837166,0.333333333,0.21,0.15,0.0,2.7
282,Kachi Plain,900,0.25563096,2.699632441,2.730452451,2.937327556,1.658837166,0.333333333,0.21,0.15,0.0,2.7
283,Kachi Plain,1000,0.25563096,2.699632441,2.730452451,2.937327556,1.658837166,0.333333333,0.21,0.15,0.0,2.7
284,Kachi Plain,1100,0.25563096,2.699632441,2.730452451,2.937327556,1.658837166,0.333333333,0.21,0.15,0.0,2.7
285,Kachi Plain,1200,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
286,Kachi Plain,1300,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
287,Kachi Plain,1400,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
288,Kachi Plain,1500,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
289,Kachi Plain,1600,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
290,Kachi Plain,1700,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
291,Kachi Plain,1800,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
292,Kachi Plain,1900,0.276091959,5.036015226,2.161400902,3.821583148,1.198157033,0.44,0.76,0.0,0.0,0.9
293,Kachi Plain,2000,0.887021376,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
294,Kachi Plain,2100,0.884931562,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0
295,Kachi Plain,2200,0.865241805,7.255272505,6.602059991,5.431363764,6.0,0.8,0.966666667,0.816666667,0.971428571,5.0
296,Kachi Plain,2300,0.865241805,7.255272505,6.602059991,5.431363764,6.0,0.8,0.966666667,0.816666667,0.971428571,5.0
297,Kachi Plain,2400,0.761260892,6.529984206,5.022123062,3.677737151,3.901745428,0.955555556,0.942857143,0.82,0.9,5.0
298,Kachi Plain,2500,0.836338546,6.875061263,6.477121255,5.602059991,5.595866645,0.677777778,0.916666667,0.816666667,0.9875,5.0
299,Cambodian Basin,0,0.673645867,6.235248773,5.409990575,3.301029996,2.666666667,0.618181818,0.977777778,1.0,1.0,4.0
300,Cambodian Basin,100,0.673645867,6.235248773,5.409990575,3.301029996,2.666666667,0.618181818,0.977777778,1.0,1.0,4.0
301,Cambodian Basin,200,0.673645867,6.235248773,5.409990575,3.301029996,2.666666667,0.618181818,0.977777778,1.0,1.0,4.0
302,Cambodian Basin,300,0.664762288,5.254599225,5.421932813,3.301029996,2.857822693,0.61,0.888888889,1.0,1.0,4.0
303,Cambodian Basin,400,0.753939739,6.393323032,5.725094521,4.77815125,4.0,0.79,0.888888889,1.0,0.985714286,3.0
304,Cambodian Basin,500,0.783000327,6.311088695,5.725094521,5.477121255,4.0,0.79,0.888888889,1.0,0.985714286,3.0
305,Cambodian Basin,600,0.844608618,6.932781045,5.962296868,5.602059991,5.333333333,0.836363636,0.916666667,1.0,0.9875,4.0
306,Cambodian Basin,700,0.828655743,6.089213309,5.962296868,4.949478934,5.333333333,0.836363636,0.916666667,1.0,0.9875,4.0
307,Cambodian Basin,800,0.840908724,6.176091259,5.972778892,5.940407318,5.666666667,0.827272727,0.916666667,1.0,0.9875,4.0
308,Cambodian Basin,900,0.840908724,6.176091259,5.972778892,5.940407318,5.666666667,0.827272727,0.916666667,1.0,0.9875,4.0
309,Cambodian Basin,1000,0.812885255,6.176091259,5.414216291,5.924823463,5.666666667,0.827272727,0.875,1.0,0.975,3.6
310,Cambodian Basin,1100,0.812885255,6.176091259,5.414216291,5.924823463,5.666666667,0.827272727,0.875,1.0,0.975,3.6
311,Cambodian Basin,1200,0.810691153,5.959545876,5.446608612,4.563803737,6.666666667,0.827272727,0.916666667,1.0,0.9875,4.0
312,Cambodian Basin,1300,0.806050671,6.893139415,5.186462899,5.190331698,5.333333333,0.554545455,0.877777778,1.0,0.95,5.0
313,Cambodian Basin,1400,0.806732635,7.074097606,4.459819292,5.190331698,5.333333333,0.554545455,0.888888889,1.0,0.95,5.0
314,Cambodian Basin,1500,0.797298612,6.678242172,5.710218943,5.04826479,5.5,0.554545455,0.866666667,1.0,1.0,5.0
315,Yemeni Coastal Plain,0,0.729009922,5.546353104,5.415712548,4.045448922,4.666666667,0.62,0.78,1.0,0.85,5.0
316,Yemeni Coastal Plain,100,0.729009922,5.546353104,5.415712548,4.045448922,4.666666667,0.62,0.78,1.0,0.85,5.0
317,Yemeni Coastal Plain,200,0.874001984,7.344392274,6.414973348,5.698970004,6.489439991,0.7,0.97,0.814285714,0.975,5.0
318,Yemeni Coastal Plain,300,0.841906264,7.391731577,6.954242509,5.479298043,4.864308302,0.554545455,0.908333333,0.842857143,1.0,5.0
319,Yemeni Coastal Plain,500,0.686558983,4.813146712,4.39189849,3.86138344,3.342099061,0.92,0.9,0.9,0.9,3.6
320,Yemeni Coastal Plain,600,0.686558983,4.813146712,4.39189849,3.86138344,3.342099061,0.92,0.9,0.9,0.9,3.6
321,Yemeni Coastal Plain,700,0.802860511,5.212883073,5.342954616,3.326582422,4.166307377,0.975,0.96,0.966666667,0.985714286,5.0
322,Yemeni Coastal Plain,800,0.839821765,6.958007576,6.185246516,5.301029996,5.950146747,0.718181818,0.909090909,0.857142857,1.0,5.0
323,Yemeni Coastal Plain,900,0.80171977,5.881657749,6.536808032,4.698970004,4.5,0.977777778,0.95,1.0,1.0,4.5
324,Yemeni Coastal Plain,1000,0.80171977,5.881657749,6.536808032,4.698970004,4.5,0.977777778,0.95,1.0,1.0,4.5
325,Yemeni Coastal Plain,1100,0.79706218,5.45429018,5.762184359,5.171691705,4.5,0.888888889,0.966666667,1.0,1.0,5.0
326,Yemeni Coastal Plain,1200,0.958306584,7.447158031,6.684486292,5.819190474,8.036426254,0.990909091,0.916666667,1.0,1.0,5.0
327,Yemeni Coastal Plain,1300,0.568927825,5.418268189,5.553020095,3.661252435,3.0,0.572727273,0.272727273,0.833333333,0.814285714,5.0
328,Yemeni Coastal Plain,1400,0.568927825,5.418268189,5.553020095,3.661252435,3.0,0.572727273,0.272727273,0.833333333,0.814285714,5.0
329,Deccan,-2400,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
330,Deccan,-2300,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
331,Deccan,-2200,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
332,Deccan,-2100,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
333,Deccan,-2000,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
334,Deccan,-1900,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
335,Deccan,-1800,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
336,Deccan,-1700,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
337,Deccan,-1600,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
338,Deccan,-1500,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
339,Deccan,-1400,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
340,Deccan,-1300,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
341,Deccan,-1200,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
342,Deccan,-1100,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
343,Deccan,-1000,0.155156678,2.731671917,2.649571367,3.150523563,0.666666667,0.1,0.175,0.1,0.1,0.9
344,Deccan,-900,0.19601325,2.88219596,1.45245181,2.750974736,1.0,0.1,0.388888889,0.233333333,0.1,0.9
345,Deccan,-800,0.19601325,2.88219596,1.45245181,2.750974736,1.0,0.1,0.388888889,0.233333333,0.1,0.9
346,Deccan,-700,0.19601325,2.88219596,1.45245181,2.750974736,1.0,0.1,0.388888889,0.233333333,0.1,0.9
347,Deccan,-600,0.270681727,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.388888889,0.233333333,0.1,0.9
348,Deccan,-500,0.270681727,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.388888889,0.233333333,0.1,0.9
349,Deccan,-400,0.270681727,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.388888889,0.233333333,0.1,0.9
350,Deccan,-300,0.270681727,4.065630225,4.132253684,3.43955943,1.467170232,0.1,0.388888889,0.233333333,0.1,0.9
351,Deccan,-200,0.309011591,4.352501164,4.034543064,3.857822,2.0,0.1,0.388888889,0.233333333,0.1,0.9
352,Deccan,-100,0.309011591,4.352501164,4.034543064,3.857822,2.0,0.1,0.388888889,0.233333333,0.1,0.9
353,Deccan,0,0.865241805,7.255272505,6.602059991,5.431363764,6.0,0.8,0.966666667,0.816666667,0.971428571,5.0
354,Deccan,100,0.309011591,4.352501164,4.034543064,3.857822,2.0,0.1,0.388888889,0.233333333,0.1,0.9
355,Deccan,200,0.772670602,6.894929782,6.097952672,4.924279286,4.400534247,0.581818182,0.777777778,0.975,0.842857143,5.0
356,Deccan,300,0.773019348,6.871929224,6.097952672,4.924279286,4.400534247,0.581818182,0.777777778,0.975,0.842857143,5.0
357,Deccan,400,0.773918073,6.918139358,6.097952672,4.924279286,4.400534247,0.581818182,0.777777778,0.975,0.842857143,5.0
358,Deccan,500,0.775743407,6.929612322,6.179157091,4.924279286,4.400534247,0.581818182,0.777777778,0.975,0.842857143,5.0
359,Deccan,600,0.784964952,6.83906131,5.971303778,4.798594766,4.957815709,0.8625,0.666666667,0.78,0.983333333,5.0
360,Deccan,800,0.722242598,5.809260812,4.907332191,4.168930777,5.172269485,0.625,0.7125,0.925,0.94,5.0
361,Deccan,900,0.804720855,6.452746054,5.875061263,4.84509804,4.989084762,0.9,0.744444444,0.975,0.95,5.0
362,Deccan,1000,0.811569213,6.799946183,5.875061263,4.84509804,4.989084762,0.9,0.744444444,0.975,0.95,5.0
363,Deccan,1100,0.79323038,6.771876373,5.77815125,5.0,5.102626565,0.79,0.777777778,0.975,0.875,3.6
364,Deccan,1200,0.794156053,6.76033535,5.77815125,5.0,5.102626565,0.79,0.777777778,0.975,0.875,3.6
